"Navn"|"Kvinder"|"Mænd"|"Samlet"|"Andel.mænd"|"Kategori"
"99958"|"VILUMA"|1|0|1|0|"Kvinde"
"99959"|"VILVA"|1|0|1|0|"Kvinde"
"99960"|"VIMALAMBIHAI"|1|0|1|0|"Kvinde"
"99961"|"VIMALASOTHY"|1|0|1|0|"Kvinde"
"99962"|"VIMALAVATHY"|1|0|1|0|"Kvinde"
"99963"|"VIMALINY"|1|0|1|0|"Kvinde"
"99964"|"VIMAN"|1|0|1|0|"Kvinde"
"99965"|"VIMOL"|1|0|1|0|"Kvinde"
"99966"|"VINAN"|1|0|1|0|"Kvinde"
"99967"|"VINANTI"|1|0|1|0|"Kvinde"
"99968"|"VINAPA"|1|0|1|0|"Kvinde"
"99969"|"VINAS"|1|0|1|0|"Kvinde"
"99970"|"VINCELLE"|1|0|1|0|"Kvinde"
"99971"|"VINEELA"|1|0|1|0|"Kvinde"
"99972"|"VINEETA"|1|0|1|0|"Kvinde"
"99973"|"VINEETHA"|1|0|1|0|"Kvinde"
"99974"|"VINEKE"|1|0|1|0|"Kvinde"
"99975"|"VINESIA"|1|0|1|0|"Kvinde"
"99976"|"VINETTE"|1|0|1|0|"Kvinde"
"99977"|"VINGA"|1|0|1|0|"Kvinde"
"99978"|"VINGELYN"|1|0|1|0|"Kvinde"
"99979"|"VINICH"|1|0|1|0|"Kvinde"
"99980"|"VINIEE"|1|0|1|0|"Kvinde"
"99981"|"VINISARI"|1|0|1|0|"Kvinde"
"99982"|"VINIT"|1|0|1|0|"Kvinde"
"99983"|"VINITHARANI"|1|0|1|0|"Kvinde"
"99984"|"VINKELA"|1|0|1|0|"Kvinde"
"99985"|"VINNAHHI"|1|0|1|0|"Kvinde"
"99986"|"VINNIFRED"|1|0|1|0|"Kvinde"
"99987"|"VINNII"|1|0|1|0|"Kvinde"
"99988"|"VINNIIE"|1|0|1|0|"Kvinde"
"99989"|"VINODENEE"|1|0|1|0|"Kvinde"
"99990"|"VINOGINI"|1|0|1|0|"Kvinde"
"99991"|"VINOSHA"|1|0|1|0|"Kvinde"
"99992"|"VINOSHI"|1|0|1|0|"Kvinde"
"99993"|"VINOTHAMALAR"|1|0|1|0|"Kvinde"
"99994"|"VINOTHINY"|1|0|1|0|"Kvinde"
"99995"|"VINOUS"|1|0|1|0|"Kvinde"
"99996"|"VINSIIGA"|1|0|1|0|"Kvinde"
"99997"|"VINSTAN"|1|0|1|0|"Kvinde"
"99998"|"VINTHIYA"|1|0|1|0|"Kvinde"
"99999"|"VINUSA"|1|0|1|0|"Kvinde"
"100000"|"VINUSIJA"|1|0|1|0|"Kvinde"
"100001"|"VINUSKA"|1|0|1|0|"Kvinde"
"100002"|"VINUSSHA"|1|0|1|0|"Kvinde"
"100003"|"VINY"|1|0|1|0|"Kvinde"
"100004"|"VINYASA"|1|0|1|0|"Kvinde"
"100005"|"VINZIHA"|1|0|1|0|"Kvinde"
"100006"|"VIOARA"|1|0|1|0|"Kvinde"
"100007"|"VIOLA-MARGARETH"|1|0|1|0|"Kvinde"
"100008"|"VIOLA-MARIA"|1|0|1|0|"Kvinde"
"100009"|"VIOLA-MARIE"|1|0|1|0|"Kvinde"
"100010"|"VIOLANDA"|1|0|1|0|"Kvinde"
"100011"|"VIOLANTE"|1|0|1|0|"Kvinde"
"100012"|"VIOLAT"|1|0|1|0|"Kvinde"
"100013"|"VIOLENTINA"|1|0|1|0|"Kvinde"
"100014"|"VIOLIETA"|1|0|1|0|"Kvinde"
"100015"|"VIOLISE"|1|0|1|0|"Kvinde"
"100016"|"VIOLLA"|1|0|1|0|"Kvinde"
"100017"|"VIORELA"|1|0|1|0|"Kvinde"
"100018"|"VIORICA-MIHAELA"|1|0|1|0|"Kvinde"
"100019"|"VIORICA-SIMONA"|1|0|1|0|"Kvinde"
"100020"|"VIPA"|1|0|1|0|"Kvinde"
"100021"|"VIPAKORN"|1|0|1|0|"Kvinde"
"100022"|"VIPANUN"|1|0|1|0|"Kvinde"
"100023"|"VIPAPORN"|1|0|1|0|"Kvinde"
"100024"|"VIPARAT"|1|0|1|0|"Kvinde"
"100025"|"VIPAWAL"|1|0|1|0|"Kvinde"
"100026"|"VIPHA"|1|0|1|0|"Kvinde"
"100027"|"VIPSE"|1|0|1|0|"Kvinde"
"100028"|"VIPSEN"|1|0|1|0|"Kvinde"
"100029"|"VIRAN"|1|0|1|0|"Kvinde"
"100030"|"VIRANN"|1|0|1|0|"Kvinde"
"100031"|"VIRAYA"|1|0|1|0|"Kvinde"
"100032"|"VIRDINA"|1|0|1|0|"Kvinde"
"100033"|"VIRDJINIJA"|1|0|1|0|"Kvinde"
"100034"|"VIRGEN"|1|0|1|0|"Kvinde"
"100035"|"VIRGENIA"|1|0|1|0|"Kvinde"
"100036"|"VIRGILAINE"|1|0|1|0|"Kvinde"
"100037"|"VIRGILIA"|1|0|1|0|"Kvinde"
"100038"|"VIRGILIJA"|1|0|1|0|"Kvinde"
"100039"|"VIRGILISTA"|1|0|1|0|"Kvinde"
"100040"|"VIRGILITA"|1|0|1|0|"Kvinde"
"100041"|"VIRGINIAH"|1|0|1|0|"Kvinde"
"100042"|"VIRGINICA"|1|0|1|0|"Kvinde"
"100043"|"VIRGIT"|1|0|1|0|"Kvinde"
"100044"|"VIRLEE"|1|0|1|0|"Kvinde"
"100045"|"VIRLIE"|1|0|1|0|"Kvinde"
"100046"|"VIRMATEE"|1|0|1|0|"Kvinde"
"100047"|"VIRNA"|1|0|1|0|"Kvinde"
"100048"|"VIRNO"|1|0|1|0|"Kvinde"
"100049"|"VIRPREET"|1|0|1|0|"Kvinde"
"100050"|"VIRTUDIS"|1|0|1|0|"Kvinde"
"100051"|"VIRVA"|1|0|1|0|"Kvinde"
"100052"|"VISAGHA"|1|0|1|0|"Kvinde"
"100053"|"VISALI"|1|0|1|0|"Kvinde"
"100054"|"VISDA"|1|0|1|0|"Kvinde"
"100055"|"VISHAKHA"|1|0|1|0|"Kvinde"
"100056"|"VISHALINI"|1|0|1|0|"Kvinde"
"100057"|"VISHANUJA"|1|0|1|0|"Kvinde"
"100058"|"VISHMA"|1|0|1|0|"Kvinde"
"100059"|"VISHNARUBY"|1|0|1|0|"Kvinde"
"100060"|"VISHNUGA"|1|0|1|0|"Kvinde"
"100061"|"VISHV"|1|0|1|0|"Kvinde"
"100062"|"VISMANTA"|1|0|1|0|"Kvinde"
"100063"|"VISNJICA"|1|0|1|0|"Kvinde"
"100064"|"VISNUPRIYA"|1|0|1|0|"Kvinde"
"100065"|"VISSA"|1|0|1|0|"Kvinde"
"100066"|"VISSE"|1|0|1|0|"Kvinde"
"100067"|"VISVAMATHY"|1|0|1|0|"Kvinde"
"100068"|"VITAELISA"|1|0|1|0|"Kvinde"
"100069"|"VITA-GRO"|1|0|1|0|"Kvinde"
"100070"|"VITALIA"|1|0|1|0|"Kvinde"
"100071"|"VITALIVA"|1|0|1|0|"Kvinde"
"100072"|"VITANI"|1|0|1|0|"Kvinde"
"100073"|"VI-TCHING"|1|0|1|0|"Kvinde"
"100074"|"VITELLI"|1|0|1|0|"Kvinde"
"100075"|"VITEZSLAVA"|1|0|1|0|"Kvinde"
"100076"|"VITHAGEE"|1|0|1|0|"Kvinde"
"100077"|"VITHIYA"|1|0|1|0|"Kvinde"
"100078"|"VITHTHIA"|1|0|1|0|"Kvinde"
"100079"|"VITHTHIYA"|1|0|1|0|"Kvinde"
"100080"|"VITHUNA"|1|0|1|0|"Kvinde"
"100081"|"VITHURSA"|1|0|1|0|"Kvinde"
"100082"|"VITHUSA"|1|0|1|0|"Kvinde"
"100083"|"VITHUSANNE"|1|0|1|0|"Kvinde"
"100084"|"VITHUSIGA"|1|0|1|0|"Kvinde"
"100085"|"VITHUSAA"|1|0|1|0|"Kvinde"
"100086"|"VITHY"|1|0|1|0|"Kvinde"
"100087"|"VITHYALOGINY"|1|0|1|0|"Kvinde"
"100088"|"VITIS-ELISA"|1|0|1|0|"Kvinde"
"100089"|"VITIT"|1|0|1|0|"Kvinde"
"100090"|"VITÓRIA"|1|0|1|0|"Kvinde"
"100091"|"VITY"|1|0|1|0|"Kvinde"
"100092"|"VIVE-ANNE"|1|0|1|0|"Kvinde"
"100093"|"VIVEDHA"|1|0|1|0|"Kvinde"
"100094"|"VIVEGA"|1|0|1|0|"Kvinde"
"100095"|"VIVEKA-ELISABET"|1|0|1|0|"Kvinde"
"100096"|"VIVELILL"|1|0|1|0|"Kvinde"
"100097"|"VIVENA"|1|0|1|0|"Kvinde"
"100098"|"VIVEQUE"|1|0|1|0|"Kvinde"
"100099"|"VIVETHA"|1|0|1|0|"Kvinde"
"100100"|"VIVI-ANNA"|1|0|1|0|"Kvinde"
"100101"|"VIVI-ELISABETH"|1|0|1|0|"Kvinde"
"100102"|"VIVIENG"|1|0|1|0|"Kvinde"
"100103"|"VIVIL"|1|0|1|0|"Kvinde"
"100104"|"VIVI-NELLI"|1|0|1|0|"Kvinde"
"100105"|"VIVINGUAK"|1|0|1|0|"Kvinde"
"100106"|"VIVI-ROSE"|1|0|1|0|"Kvinde"
"100107"|"VIVITA"|1|0|1|0|"Kvinde"
"100108"|"VIVITHA"|1|0|1|0|"Kvinde"
"100109"|"VIVVA"|1|0|1|0|"Kvinde"
"100110"|"VIVVIAN"|1|0|1|0|"Kvinde"
"100111"|"VIYADA"|1|0|1|0|"Kvinde"
"100112"|"VIYANNA"|1|0|1|0|"Kvinde"
"100113"|"VIYANSINI"|1|0|1|0|"Kvinde"
"100114"|"VIYOLA"|1|0|1|0|"Kvinde"
"100115"|"VIYAASHINI"|1|0|1|0|"Kvinde"
"100116"|"VIZHDAN"|1|0|1|0|"Kvinde"
"100117"|"VIZIRKA"|1|0|1|0|"Kvinde"
"100118"|"VJOLLCE"|1|0|1|0|"Kvinde"
"100119"|"VLADANKA"|1|0|1|0|"Kvinde"
"100120"|"VLADILENA"|1|0|1|0|"Kvinde"
"100121"|"VLADINA"|1|0|1|0|"Kvinde"
"100122"|"VLASTAVITA"|1|0|1|0|"Kvinde"
"100123"|"VLASTINKA"|1|0|1|0|"Kvinde"
"100124"|"VLERANDA"|1|0|1|0|"Kvinde"
"100125"|"VLERONA"|1|0|1|0|"Kvinde"
"100126"|"VLORENTINA"|1|0|1|0|"Kvinde"
"100127"|"VOCHITA"|1|0|1|0|"Kvinde"
"100128"|"VOICA"|1|0|1|0|"Kvinde"
"100129"|"VOLBERDINA"|1|0|1|0|"Kvinde"
"100130"|"VOLIA"|1|0|1|0|"Kvinde"
"100131"|"VOLODYMYRA"|1|0|1|0|"Kvinde"
"100132"|"VONGDUAN"|1|0|1|0|"Kvinde"
"100133"|"VONNE"|1|0|1|0|"Kvinde"
"100134"|"VONNY"|1|0|1|0|"Kvinde"
"100135"|"VORACHET"|1|0|1|0|"Kvinde"
"100136"|"VORANART"|1|0|1|0|"Kvinde"
"100137"|"VORANUCH"|1|0|1|0|"Kvinde"
"100138"|"VORATAI"|1|0|1|0|"Kvinde"
"100139"|"VORAVEE"|1|0|1|0|"Kvinde"
"100140"|"VORAWAN"|1|0|1|0|"Kvinde"
"100141"|"VORDÍS"|1|0|1|0|"Kvinde"
"100142"|"VOUCH"|1|0|1|0|"Kvinde"
"100143"|"VRUSHALI"|1|0|1|0|"Kvinde"
"100144"|"VUKA"|1|0|1|0|"Kvinde"
"100145"|"VUKADINKA"|1|0|1|0|"Kvinde"
"100146"|"VUL"|1|0|1|0|"Kvinde"
"100147"|"VULPINE"|1|0|1|0|"Kvinde"
"100148"|"VUMILIA"|1|0|1|0|"Kvinde"
"100149"|"VUSLAT"|1|0|1|0|"Kvinde"
"100150"|"VÜ"|1|0|1|0|"Kvinde"
"100151"|"VYDA"|1|0|1|0|"Kvinde"
"100152"|"VYDIA"|1|0|1|0|"Kvinde"
"100153"|"VYDOORIYA"|1|0|1|0|"Kvinde"
"100154"|"VYGANDE"|1|0|1|0|"Kvinde"
"100155"|"VYJAYANTHI"|1|0|1|0|"Kvinde"
"100156"|"VYJAYANTHIMALA"|1|0|1|0|"Kvinde"
"100157"|"VYKE"|1|0|1|0|"Kvinde"
"100158"|"VYRNA"|1|0|1|0|"Kvinde"
"100159"|"VYSALY"|1|0|1|0|"Kvinde"
"100160"|"VÅRIN"|1|0|1|0|"Kvinde"
"100161"|"WABIA"|1|0|1|0|"Kvinde"
"100162"|"WACHARA"|1|0|1|0|"Kvinde"
"100163"|"WACHARIN"|1|0|1|0|"Kvinde"
"100164"|"WACHIRAPON"|1|0|1|0|"Kvinde"
"100165"|"WACHIRAYA"|1|0|1|0|"Kvinde"
"100166"|"WACON"|1|0|1|0|"Kvinde"
"100167"|"WADEEA"|1|0|1|0|"Kvinde"
"100168"|"WADIA"|1|0|1|0|"Kvinde"
"100169"|"WADISWAWA"|1|0|1|0|"Kvinde"
"100170"|"WADUTANTHRI"|1|0|1|0|"Kvinde"
"100171"|"WADY"|1|0|1|0|"Kvinde"
"100172"|"WADZANI"|1|0|1|0|"Kvinde"
"100173"|"WAE"|1|0|1|0|"Kvinde"
"100174"|"WAEID"|1|0|1|0|"Kvinde"
"100175"|"WAEN"|1|0|1|0|"Kvinde"
"100176"|"WAENJAI"|1|0|1|0|"Kvinde"
"100177"|"WAENPHLOI"|1|0|1|0|"Kvinde"
"100178"|"WAEODAO"|1|0|1|0|"Kvinde"
"100179"|"WAEOTA"|1|0|1|0|"Kvinde"
"100180"|"WAEWDAO"|1|0|1|0|"Kvinde"
"100181"|"WAEWTA"|1|0|1|0|"Kvinde"
"100182"|"WAFIGA"|1|0|1|0|"Kvinde"
"100183"|"WAFIKKA"|1|0|1|0|"Kvinde"
"100184"|"WAFILA"|1|0|1|0|"Kvinde"
"100185"|"WAFIYAH"|1|0|1|0|"Kvinde"
"100186"|"WAGMAH"|1|0|1|0|"Kvinde"
"100187"|"WAHEBA"|1|0|1|0|"Kvinde"
"100188"|"WAHEDDAH"|1|0|1|0|"Kvinde"
"100189"|"WAHFA"|1|0|1|0|"Kvinde"
"100190"|"WAHYU"|1|0|1|0|"Kvinde"
"100191"|"WAHYUNI"|1|0|1|0|"Kvinde"
"100192"|"WAHYUNING"|1|0|1|0|"Kvinde"
"100193"|"WAIANA"|1|0|1|0|"Kvinde"
"100194"|"WAI-KWAN"|1|0|1|0|"Kvinde"
"100195"|"WAIM"|1|0|1|0|"Kvinde"
"100196"|"WAI-MAN"|1|0|1|0|"Kvinde"
"100197"|"WAISHNAVI"|1|0|1|0|"Kvinde"
"100198"|"WAJA"|1|0|1|0|"Kvinde"
"100199"|"WAJD"|1|0|1|0|"Kvinde"
"100200"|"WAJE"|1|0|1|0|"Kvinde"
"100201"|"WAJEDA"|1|0|1|0|"Kvinde"
"100202"|"WAJEHA"|1|0|1|0|"Kvinde"
"100203"|"WAJIA"|1|0|1|0|"Kvinde"
"100204"|"WAJIDA"|1|0|1|0|"Kvinde"
"100205"|"WAJOOD"|1|0|1|0|"Kvinde"
"100206"|"WAKABA"|1|0|1|0|"Kvinde"
"100207"|"WAKAE"|1|0|1|0|"Kvinde"
"100208"|"WAKINYILA"|1|0|1|0|"Kvinde"
"100209"|"WALA'"|1|0|1|0|"Kvinde"
"100210"|"WALA'A"|1|0|1|0|"Kvinde"
"100211"|"WALADBIBI"|1|0|1|0|"Kvinde"
"100212"|"WALAH"|1|0|1|0|"Kvinde"
"100213"|"WALAIPHAN"|1|0|1|0|"Kvinde"
"100214"|"WALAIPORN"|1|0|1|0|"Kvinde"
"100215"|"WALANCHARAT"|1|0|1|0|"Kvinde"
"100216"|"WALBORG"|1|0|1|0|"Kvinde"
"100217"|"WALDA"|1|0|1|0|"Kvinde"
"100218"|"WALDECIRA"|1|0|1|0|"Kvinde"
"100219"|"WALENTINA"|1|0|1|0|"Kvinde"
"100220"|"WALERIA"|1|0|1|0|"Kvinde"
"100221"|"WALESCA"|1|0|1|0|"Kvinde"
"100222"|"WALESKA"|1|0|1|0|"Kvinde"
"100223"|"WALIDA"|1|0|1|0|"Kvinde"
"100224"|"WALIYAH"|1|0|1|0|"Kvinde"
"100225"|"WALLAYA"|1|0|1|0|"Kvinde"
"100226"|"WALLEDA"|1|0|1|0|"Kvinde"
"100227"|"WALLEE"|1|0|1|0|"Kvinde"
"100228"|"WALLIAMMAI"|1|0|1|0|"Kvinde"
"100229"|"WALLIE"|1|0|1|0|"Kvinde"
"100230"|"WALTRAUTH"|1|0|1|0|"Kvinde"
"100231"|"WALVALA"|1|0|1|0|"Kvinde"
"100232"|"WALVALLA"|1|0|1|0|"Kvinde"
"100233"|"WALWIPHA"|1|0|1|0|"Kvinde"
"100234"|"WALAAH"|1|0|1|0|"Kvinde"
"100235"|"WANANYA"|1|0|1|0|"Kvinde"
"100236"|"WANAPA"|1|0|1|0|"Kvinde"
"100237"|"WANAPORN"|1|0|1|0|"Kvinde"
"100238"|"WANATCHAPHORN"|1|0|1|0|"Kvinde"
"100239"|"WANATCHAPORN"|1|0|1|0|"Kvinde"
"100240"|"WANAWSHA"|1|0|1|0|"Kvinde"
"100241"|"WANCHANOK"|1|0|1|0|"Kvinde"
"100242"|"WANCHUM"|1|0|1|0|"Kvinde"
"100243"|"WANDA-HALINA"|1|0|1|0|"Kvinde"
"100244"|"WANDA-MARIA"|1|0|1|0|"Kvinde"
"100245"|"WANDETH"|1|0|1|0|"Kvinde"
"100246"|"WANDNA"|1|0|1|0|"Kvinde"
"100247"|"WANER"|1|0|1|0|"Kvinde"
"100248"|"WANFANG"|1|0|1|0|"Kvinde"
"100249"|"WANGECHI"|1|0|1|0|"Kvinde"
"100250"|"WANGNINA"|1|0|1|0|"Kvinde"
"100251"|"WANGZHU"|1|0|1|0|"Kvinde"
"100252"|"WANHUI"|1|0|1|0|"Kvinde"
"100253"|"WANITA"|1|0|1|0|"Kvinde"
"100254"|"WANJAI"|1|0|1|0|"Kvinde"
"100255"|"WANJIKU-VICTORIA"|1|0|1|0|"Kvinde"
"100256"|"WANJIRU"|1|0|1|0|"Kvinde"
"100257"|"WANLAPA"|1|0|1|0|"Kvinde"
"100258"|"WANLAPHA"|1|0|1|0|"Kvinde"
"100259"|"WANLAYA"|1|0|1|0|"Kvinde"
"100260"|"WANLI"|1|0|1|0|"Kvinde"
"100261"|"WANLIKA"|1|0|1|0|"Kvinde"
"100262"|"WAN-LIN"|1|0|1|0|"Kvinde"
"100263"|"WANLING"|1|0|1|0|"Kvinde"
"100264"|"WANMUANG"|1|0|1|0|"Kvinde"
"100265"|"WAN-NA"|1|0|1|0|"Kvinde"
"100266"|"WANNAKAMOL"|1|0|1|0|"Kvinde"
"100267"|"WANNAKARN"|1|0|1|0|"Kvinde"
"100268"|"WANNARAT"|1|0|1|0|"Kvinde"
"100269"|"WANN-CHING"|1|0|1|0|"Kvinde"
"100270"|"WANNI"|1|0|1|0|"Kvinde"
"100271"|"WANNIE"|1|0|1|0|"Kvinde"
"100272"|"WANNIPA"|1|0|1|0|"Kvinde"
"100273"|"WANPAN"|1|0|1|0|"Kvinde"
"100274"|"WANPRAKHRONG"|1|0|1|0|"Kvinde"
"100275"|"WANQING"|1|0|1|0|"Kvinde"
"100276"|"WANRU"|1|0|1|0|"Kvinde"
"100277"|"WANSA"|1|0|1|0|"Kvinde"
"100278"|"WANSAI"|1|0|1|0|"Kvinde"
"100279"|"WANTANEE"|1|0|1|0|"Kvinde"
"100280"|"WANTEE"|1|0|1|0|"Kvinde"
"100281"|"WANTHA"|1|0|1|0|"Kvinde"
"100282"|"WANTING"|1|0|1|0|"Kvinde"
"100283"|"WAN-TING"|1|0|1|0|"Kvinde"
"100284"|"WANU"|1|0|1|0|"Kvinde"
"100285"|"WANVIPA"|1|0|1|0|"Kvinde"
"100286"|"WANVISA"|1|0|1|0|"Kvinde"
"100287"|"WANWALI"|1|0|1|0|"Kvinde"
"100288"|"WANWIPA"|1|0|1|0|"Kvinde"
"100289"|"WANWIPHA"|1|0|1|0|"Kvinde"
"100290"|"WANWONG"|1|0|1|0|"Kvinde"
"100291"|"WANXUAN"|1|0|1|0|"Kvinde"
"100292"|"WANYING"|1|0|1|0|"Kvinde"
"100293"|"WANZIRE"|1|0|1|0|"Kvinde"
"100294"|"WARANDA"|1|0|1|0|"Kvinde"
"100295"|"WARANGKHANA"|1|0|1|0|"Kvinde"
"100296"|"WARANIN"|1|0|1|0|"Kvinde"
"100297"|"WARANYU"|1|0|1|0|"Kvinde"
"100298"|"WARAPON"|1|0|1|0|"Kvinde"
"100299"|"WARASRI"|1|0|1|0|"Kvinde"
"100300"|"WARATYA"|1|0|1|0|"Kvinde"
"100301"|"WARAWARA"|1|0|1|0|"Kvinde"
"100302"|"WARDE-CHAN"|1|0|1|0|"Kvinde"
"100303"|"WARDI"|1|0|1|0|"Kvinde"
"100304"|"WARDO"|1|0|1|0|"Kvinde"
"100305"|"WAREEPORN"|1|0|1|0|"Kvinde"
"100306"|"WAREERAT"|1|0|1|0|"Kvinde"
"100307"|"WAREESHA"|1|0|1|0|"Kvinde"
"100308"|"WARINA"|1|0|1|0|"Kvinde"
"100309"|"WARINDA"|1|0|1|0|"Kvinde"
"100310"|"WARIRAT"|1|0|1|0|"Kvinde"
"100311"|"WARISA"|1|0|1|0|"Kvinde"
"100312"|"WARISHA"|1|0|1|0|"Kvinde"
"100313"|"WARISHAH"|1|0|1|0|"Kvinde"
"100314"|"WARISRA"|1|0|1|0|"Kvinde"
"100315"|"WARITE"|1|0|1|0|"Kvinde"
"100316"|"WARITSARA"|1|0|1|0|"Kvinde"
"100317"|"WARITTHON"|1|0|1|0|"Kvinde"
"100318"|"WARKA"|1|0|1|0|"Kvinde"
"100319"|"WARKAA"|1|0|1|0|"Kvinde"
"100320"|"WARLITA"|1|0|1|0|"Kvinde"
"100321"|"WARNA"|1|0|1|0|"Kvinde"
"100322"|"WARNAGE"|1|0|1|0|"Kvinde"
"100323"|"WARPORN"|1|0|1|0|"Kvinde"
"100324"|"WARQAE"|1|0|1|0|"Kvinde"
"100325"|"WARSANA"|1|0|1|0|"Kvinde"
"100326"|"WARTE"|1|0|1|0|"Kvinde"
"100327"|"WARUNI"|1|0|1|0|"Kvinde"
"100328"|"WARUSAHANNADIGE"|1|0|1|0|"Kvinde"
"100329"|"WARVIN"|1|0|1|0|"Kvinde"
"100330"|"WASEMA"|1|0|1|0|"Kvinde"
"100331"|"WASFEYAH"|1|0|1|0|"Kvinde"
"100332"|"WASFIE"|1|0|1|0|"Kvinde"
"100333"|"WASFIYA"|1|0|1|0|"Kvinde"
"100334"|"WASHIMAH"|1|0|1|0|"Kvinde"
"100335"|"WASHIRAPORN"|1|0|1|0|"Kvinde"
"100336"|"WASHMA"|1|0|1|0|"Kvinde"
"100337"|"WASILAH"|1|0|1|0|"Kvinde"
"100338"|"WASIMA"|1|0|1|0|"Kvinde"
"100339"|"WASIN"|1|0|1|0|"Kvinde"
"100340"|"WASINEE"|1|0|1|0|"Kvinde"
"100341"|"WASJMA"|1|0|1|0|"Kvinde"
"100342"|"WASLAH"|1|0|1|0|"Kvinde"
"100343"|"WASMIEH"|1|0|1|0|"Kvinde"
"100344"|"WASMILA"|1|0|1|0|"Kvinde"
"100345"|"WASSILEH"|1|0|1|0|"Kvinde"
"100346"|"WASSIMA"|1|0|1|0|"Kvinde"
"100347"|"WASUCHA"|1|0|1|0|"Kvinde"
"100348"|"WATCHARACHAI"|1|0|1|0|"Kvinde"
"100349"|"WATCHARAPHON"|1|0|1|0|"Kvinde"
"100350"|"WATCHAREEYAPORN"|1|0|1|0|"Kvinde"
"100351"|"WATCHREE"|1|0|1|0|"Kvinde"
"100352"|"WATFA"|1|0|1|0|"Kvinde"
"100353"|"WATFAA"|1|0|1|0|"Kvinde"
"100354"|"WATHANYOO"|1|0|1|0|"Kvinde"
"100355"|"WATHBA"|1|0|1|0|"Kvinde"
"100356"|"WATITA"|1|0|1|0|"Kvinde"
"100357"|"WATSIE"|1|0|1|0|"Kvinde"
"100358"|"WATSNA"|1|0|1|0|"Kvinde"
"100359"|"WATTANAMORN"|1|0|1|0|"Kvinde"
"100360"|"WAVENEY"|1|0|1|0|"Kvinde"
"100361"|"WAWWA"|1|0|1|0|"Kvinde"
"100362"|"WAYAN"|1|0|1|0|"Kvinde"
"100363"|"WAYKA"|1|0|1|0|"Kvinde"
"100364"|"WAYNA"|1|0|1|0|"Kvinde"
"100365"|"WAZE"|1|0|1|0|"Kvinde"
"100366"|"WAZIRAH"|1|0|1|0|"Kvinde"
"100367"|"WAZJMA"|1|0|1|0|"Kvinde"
"100368"|"WDAD"|1|0|1|0|"Kvinde"
"100369"|"WEDJAN"|1|0|1|0|"Kvinde"
"100370"|"WEEDA"|1|0|1|0|"Kvinde"
"100371"|"WEEDAD"|1|0|1|0|"Kvinde"
"100372"|"WEENIE"|1|0|1|0|"Kvinde"
"100373"|"WEENOHA"|1|0|1|0|"Kvinde"
"100374"|"WEERAHANDI"|1|0|1|0|"Kvinde"
"100375"|"WEERAWAN"|1|0|1|0|"Kvinde"
"100376"|"WEERAYA"|1|0|1|0|"Kvinde"
"100377"|"WEFA"|1|0|1|0|"Kvinde"
"100378"|"WEGA"|1|0|1|0|"Kvinde"
"100379"|"WEGEN"|1|0|1|0|"Kvinde"
"100380"|"WEID"|1|0|1|0|"Kvinde"
"100381"|"WEIE"|1|0|1|0|"Kvinde"
"100382"|"WEIFAN"|1|0|1|0|"Kvinde"
"100383"|"WEI-FANG"|1|0|1|0|"Kvinde"
"100384"|"WEIFEN"|1|0|1|0|"Kvinde"
"100385"|"WEIFENG"|1|0|1|0|"Kvinde"
"100386"|"WEI-GIT"|1|0|1|0|"Kvinde"
"100387"|"WEI-HUI"|1|0|1|0|"Kvinde"
"100388"|"WEI-IN"|1|0|1|0|"Kvinde"
"100389"|"WEILE"|1|0|1|0|"Kvinde"
"100390"|"WEILI"|1|0|1|0|"Kvinde"
"100391"|"WEILIAN"|1|0|1|0|"Kvinde"
"100392"|"WEILINDA"|1|0|1|0|"Kvinde"
"100393"|"WEILING"|1|0|1|0|"Kvinde"
"100394"|"WEINI"|1|0|1|0|"Kvinde"
"100395"|"WEINSHET"|1|0|1|0|"Kvinde"
"100396"|"WEINY"|1|0|1|0|"Kvinde"
"100397"|"WEIQIAO"|1|0|1|0|"Kvinde"
"100398"|"WEIQIONG"|1|0|1|0|"Kvinde"
"100399"|"WEI-SHI"|1|0|1|0|"Kvinde"
"100400"|"WEIYA"|1|0|1|0|"Kvinde"
"100401"|"WEIYANG"|1|0|1|0|"Kvinde"
"100402"|"WEIYI"|1|0|1|0|"Kvinde"
"100403"|"WEIYU"|1|0|1|0|"Kvinde"
"100404"|"WEIZHI"|1|0|1|0|"Kvinde"
"100405"|"WEIZHU"|1|0|1|0|"Kvinde"
"100406"|"WEIZHUO"|1|0|1|0|"Kvinde"
"100407"|"WEJDIN"|1|0|1|0|"Kvinde"
"100408"|"WEJAA"|1|0|1|0|"Kvinde"
"100409"|"WELATHANTHRIGE"|1|0|1|0|"Kvinde"
"100410"|"WELCHIE"|1|0|1|0|"Kvinde"
"100411"|"WELDAN"|1|0|1|0|"Kvinde"
"100412"|"WELDENDRAS"|1|0|1|0|"Kvinde"
"100413"|"WELFY"|1|0|1|0|"Kvinde"
"100414"|"WELHILM"|1|0|1|0|"Kvinde"
"100415"|"WELIYA"|1|0|1|0|"Kvinde"
"100416"|"WELO"|1|0|1|0|"Kvinde"
"100417"|"WELTHER"|1|0|1|0|"Kvinde"
"100418"|"WELYANA"|1|0|1|0|"Kvinde"
"100419"|"WEMBLEY-SAYA"|1|0|1|0|"Kvinde"
"100420"|"WENALYN"|1|0|1|0|"Kvinde"
"100421"|"WENCUI"|1|0|1|0|"Kvinde"
"100422"|"WENDELA"|1|0|1|0|"Kvinde"
