"Navn"|"Kvinder"|"Mænd"|"Samlet"|"Andel.mænd"|"Kategori"
"49859"|"DIVNA"|8|0|8|0|"Kvinde"
"49860"|"DJANNIE"|8|0|8|0|"Kvinde"
"49861"|"DJELLZA"|8|0|8|0|"Kvinde"
"49862"|"DOBRILA"|8|0|8|0|"Kvinde"
"49863"|"DORENTINA"|8|0|8|0|"Kvinde"
"49864"|"DREA"|8|0|8|0|"Kvinde"
"49865"|"DULCE"|8|0|8|0|"Kvinde"
"49866"|"DÜRDANE"|8|0|8|0|"Kvinde"
"49867"|"DZEVADA"|8|0|8|0|"Kvinde"
"49868"|"DZEVRIJE"|8|0|8|0|"Kvinde"
"49869"|"EBRAR"|8|0|8|0|"Kvinde"
"49870"|"EBTESAM"|8|0|8|0|"Kvinde"
"49871"|"EFFAT"|8|0|8|0|"Kvinde"
"49872"|"ELAHE"|8|0|8|0|"Kvinde"
"49873"|"ELAINA"|8|0|8|0|"Kvinde"
"49874"|"ELBA"|8|0|8|0|"Kvinde"
"49875"|"ELEKTRA"|8|0|8|0|"Kvinde"
"49876"|"ELENNA"|8|0|8|0|"Kvinde"
"49877"|"ELOUISE"|8|0|8|0|"Kvinde"
"49878"|"ELSE-MARIA"|8|0|8|0|"Kvinde"
"49879"|"EMAAN"|8|0|8|0|"Kvinde"
"49880"|"ENGE"|8|0|8|0|"Kvinde"
"49881"|"ENRICA"|8|0|8|0|"Kvinde"
"49882"|"ERAM"|8|0|8|0|"Kvinde"
"49883"|"EVELY"|8|0|8|0|"Kvinde"
"49884"|"EWY"|8|0|8|0|"Kvinde"
"49885"|"EYDVØR"|8|0|8|0|"Kvinde"
"49886"|"FADIK"|8|0|8|0|"Kvinde"
"49887"|"FADIM"|8|0|8|0|"Kvinde"
"49888"|"FADIMANA"|8|0|8|0|"Kvinde"
"49889"|"FAHIRA"|8|0|8|0|"Kvinde"
"49890"|"FAHMIDA"|8|0|8|0|"Kvinde"
"49891"|"FAHMO"|8|0|8|0|"Kvinde"
"49892"|"FAIDA"|8|0|8|0|"Kvinde"
"49893"|"FATHIE"|8|0|8|0|"Kvinde"
"49894"|"FATHIEH"|8|0|8|0|"Kvinde"
"49895"|"FELICJA"|8|0|8|0|"Kvinde"
"49896"|"FILIS"|8|0|8|0|"Kvinde"
"49897"|"FIRDES"|8|0|8|0|"Kvinde"
"49898"|"FOOS"|8|0|8|0|"Kvinde"
"49899"|"FREDERIKKA"|8|0|8|0|"Kvinde"
"49900"|"GALIA"|8|0|8|0|"Kvinde"
"49901"|"GAYA"|8|0|8|0|"Kvinde"
"49902"|"GERALYN"|8|0|8|0|"Kvinde"
"49903"|"GHALIA"|8|0|8|0|"Kvinde"
"49904"|"GINNE"|8|0|8|0|"Kvinde"
"49905"|"GIT"|8|0|8|0|"Kvinde"
"49906"|"GUDDE"|8|0|8|0|"Kvinde"
"49907"|"GUDRUND"|8|0|8|0|"Kvinde"
"49908"|"GULL-MAI"|8|0|8|0|"Kvinde"
"49909"|"GULNARA"|8|0|8|0|"Kvinde"
"49910"|"GUNBORG"|8|0|8|0|"Kvinde"
"49911"|"GUNDI"|8|0|8|0|"Kvinde"
"49912"|"GUNDULA"|8|0|8|0|"Kvinde"
"49913"|"GUNHIL"|8|0|8|0|"Kvinde"
"49914"|"GUNNLEYG"|8|0|8|0|"Kvinde"
"49915"|"GÜLENDAM"|8|0|8|0|"Kvinde"
"49916"|"GÜLPERI"|8|0|8|0|"Kvinde"
"49917"|"GÜLÜSTAN"|8|0|8|0|"Kvinde"
"49918"|"GØNÜL"|8|0|8|0|"Kvinde"
"49919"|"HALE"|8|0|8|0|"Kvinde"
"49920"|"HALI"|8|0|8|0|"Kvinde"
"49921"|"HALIDE"|8|0|8|0|"Kvinde"
"49922"|"HALIMEH"|8|0|8|0|"Kvinde"
"49923"|"HALLGERD"|8|0|8|0|"Kvinde"
"49924"|"HANEN"|8|0|8|0|"Kvinde"
"49925"|"HANNE-DORTE"|8|0|8|0|"Kvinde"
"49926"|"HANNE-LENE"|8|0|8|0|"Kvinde"
"49927"|"HASIJA"|8|0|8|0|"Kvinde"
"49928"|"HAYFAA"|8|0|8|0|"Kvinde"
"49929"|"HEDDIE"|8|0|8|0|"Kvinde"
"49930"|"HEDIJA"|8|0|8|0|"Kvinde"
"49931"|"HEIDA"|8|0|8|0|"Kvinde"
"49932"|"HELLE-MERETE"|8|0|8|0|"Kvinde"
"49933"|"HELOISE"|8|0|8|0|"Kvinde"
"49934"|"HENA"|8|0|8|0|"Kvinde"
"49935"|"HENRIETT"|8|0|8|0|"Kvinde"
"49936"|"HENRIKE"|8|0|8|0|"Kvinde"
"49937"|"HIBBA"|8|0|8|0|"Kvinde"
"49938"|"HIBAAQ"|8|0|8|0|"Kvinde"
"49939"|"HIFZA"|8|0|8|0|"Kvinde"
"49940"|"HILDIGUNN"|8|0|8|0|"Kvinde"
"49941"|"HILKE"|8|0|8|0|"Kvinde"
"49942"|"HILLEBORG"|8|0|8|0|"Kvinde"
"49943"|"HINNA"|8|0|8|0|"Kvinde"
"49944"|"HISAKO"|8|0|8|0|"Kvinde"
"49945"|"HOLMFRIDUR"|8|0|8|0|"Kvinde"
"49946"|"HRUND"|8|0|8|0|"Kvinde"
"49947"|"HØRDIS"|8|0|8|0|"Kvinde"
"49948"|"IBADET"|8|0|8|0|"Kvinde"
"49949"|"IBBI"|8|0|8|0|"Kvinde"
"49950"|"IDA-EMILIE"|8|0|8|0|"Kvinde"
"49951"|"IDA-LOUISE"|8|0|8|0|"Kvinde"
"49952"|"INGA-BRITT"|8|0|8|0|"Kvinde"
"49953"|"INGE-BIRGIT"|8|0|8|0|"Kvinde"
"49954"|"INGE-LISBETH"|8|0|8|0|"Kvinde"
"49955"|"INGEMERETE"|8|0|8|0|"Kvinde"
"49956"|"INGJERD"|8|0|8|0|"Kvinde"
"49957"|"INGUNA"|8|0|8|0|"Kvinde"
"49958"|"INKE"|8|0|8|0|"Kvinde"
"49959"|"INTA"|8|0|8|0|"Kvinde"
"49960"|"INTISSAR"|8|0|8|0|"Kvinde"
"49961"|"IREEN"|8|0|8|0|"Kvinde"
"49962"|"IRMINA"|8|0|8|0|"Kvinde"
"49963"|"IVETT"|8|0|8|0|"Kvinde"
"49964"|"IVKA"|8|0|8|0|"Kvinde"
"49965"|"JANAT"|8|0|8|0|"Kvinde"
"49966"|"JARIYA"|8|0|8|0|"Kvinde"
"49967"|"JEANINA"|8|0|8|0|"Kvinde"
"49968"|"JELINA"|8|0|8|0|"Kvinde"
"49969"|"JENNIPHER"|8|0|8|0|"Kvinde"
"49970"|"JENSIGNE"|8|0|8|0|"Kvinde"
"49971"|"JESSA"|8|0|8|0|"Kvinde"
"49972"|"JESSIECA"|8|0|8|0|"Kvinde"
"49973"|"JESTA"|8|0|8|0|"Kvinde"
"49974"|"JESUSA"|8|0|8|0|"Kvinde"
"49975"|"JOCELYNE"|8|0|8|0|"Kvinde"
"49976"|"JOELINA"|8|0|8|0|"Kvinde"
"49977"|"JOHANNE-LOUISE"|8|0|8|0|"Kvinde"
"49978"|"JOLIE"|8|0|8|0|"Kvinde"
"49979"|"JORID"|8|0|8|0|"Kvinde"
"49980"|"JOSELINE"|8|0|8|0|"Kvinde"
"49981"|"JOZEFINE"|8|0|8|0|"Kvinde"
"49982"|"JUANITTA"|8|0|8|0|"Kvinde"
"49983"|"JUANNA"|8|0|8|0|"Kvinde"
"49984"|"JUDDI"|8|0|8|0|"Kvinde"
"49985"|"JUDITA"|8|0|8|0|"Kvinde"
"49986"|"JULI"|8|0|8|0|"Kvinde"
"49987"|"JULIKA"|8|0|8|0|"Kvinde"
"49988"|"KADIRIYE"|8|0|8|0|"Kvinde"
"49989"|"KALLIOPI"|8|0|8|0|"Kvinde"
"49990"|"KAMLA"|8|0|8|0|"Kvinde"
"49991"|"KAMLE"|8|0|8|0|"Kvinde"
"49992"|"KANOKPORN"|8|0|8|0|"Kvinde"
"49993"|"KARNE"|8|0|8|0|"Kvinde"
"49994"|"KAROLINE-AMALIE"|8|0|8|0|"Kvinde"
"49995"|"KAWTAR"|8|0|8|0|"Kvinde"
"49996"|"KAYLEIGH"|8|0|8|0|"Kvinde"
"49997"|"KHADIGE"|8|0|8|0|"Kvinde"
"49998"|"KHADIJO"|8|0|8|0|"Kvinde"
"49999"|"KHALEDA"|8|0|8|0|"Kvinde"
"50000"|"KIDDIE"|8|0|8|0|"Kvinde"
"50001"|"KIERA"|8|0|8|0|"Kvinde"
"50002"|"KIMETA"|8|0|8|0|"Kvinde"
"50003"|"KINZA"|8|0|8|0|"Kvinde"
"50004"|"KIRSTY"|8|0|8|0|"Kvinde"
"50005"|"KONSTANTINA"|8|0|8|0|"Kvinde"
"50006"|"KOSOVARE"|8|0|8|0|"Kvinde"
"50007"|"KRISHA"|8|0|8|0|"Kvinde"
"50008"|"KRISTYNA"|8|0|8|0|"Kvinde"
"50009"|"KULUNNGUAQ"|8|0|8|0|"Kvinde"
"50010"|"KUMUTHINI"|8|0|8|0|"Kvinde"
"50011"|"KYLIE"|8|0|8|0|"Kvinde"
"50012"|"KÜLLI"|8|0|8|0|"Kvinde"
"50013"|"KÆTTY"|8|0|8|0|"Kvinde"
"50014"|"LANYA"|8|0|8|0|"Kvinde"
"50015"|"LEANA"|8|0|8|0|"Kvinde"
"50016"|"LENORE"|8|0|8|0|"Kvinde"
"50017"|"LEONITA"|8|0|8|0|"Kvinde"
"50018"|"LEPOSAVA"|8|0|8|0|"Kvinde"
"50019"|"LIEZL"|8|0|8|0|"Kvinde"
"50020"|"LILYAN"|8|0|8|0|"Kvinde"
"50021"|"LISEL"|8|0|8|0|"Kvinde"
"50022"|"LISE-LOTT"|8|0|8|0|"Kvinde"
"50023"|"LISE-METTE"|8|0|8|0|"Kvinde"
"50024"|"LISIE"|8|0|8|0|"Kvinde"
"50025"|"LISSETTE"|8|0|8|0|"Kvinde"
"50026"|"LIZETTA"|8|0|8|0|"Kvinde"
"50027"|"LIZY"|8|0|8|0|"Kvinde"
"50028"|"LIZZIA"|8|0|8|0|"Kvinde"
"50029"|"LONNA"|8|0|8|0|"Kvinde"
"50030"|"LORAINE"|8|0|8|0|"Kvinde"
"50031"|"LORENZA"|8|0|8|0|"Kvinde"
"50032"|"LORETTA"|8|0|8|0|"Kvinde"
"50033"|"LUANNA"|8|0|8|0|"Kvinde"
"50034"|"LUELLA"|8|0|8|0|"Kvinde"
"50035"|"LULLE"|8|0|8|0|"Kvinde"
"50036"|"LULLU"|8|0|8|0|"Kvinde"
"50037"|"LYS"|8|0|8|0|"Kvinde"
"50038"|"MADALENA"|8|0|8|0|"Kvinde"
"50039"|"MADELYN"|8|0|8|0|"Kvinde"
"50040"|"MADLIN"|8|0|8|0|"Kvinde"
"50041"|"MADONNA"|8|0|8|0|"Kvinde"
"50042"|"MAGBULE"|8|0|8|0|"Kvinde"
"50043"|"MAIYANNE"|8|0|8|0|"Kvinde"
"50044"|"MAJA-LISA"|8|0|8|0|"Kvinde"
"50045"|"MAJVI"|8|0|8|0|"Kvinde"
"50046"|"MALEKA"|8|0|8|0|"Kvinde"
"50047"|"MALUA"|8|0|8|0|"Kvinde"
"50048"|"MALUCA"|8|0|8|0|"Kvinde"
"50049"|"MARET"|8|0|8|0|"Kvinde"
"50050"|"MARETE"|8|0|8|0|"Kvinde"
"50051"|"MARETHE"|8|0|8|0|"Kvinde"
"50052"|"MARIA-THERESA"|8|0|8|0|"Kvinde"
"50053"|"MARIA-THERESE"|8|0|8|0|"Kvinde"
"50054"|"MARIECHEN"|8|0|8|0|"Kvinde"
"50055"|"MARIUM"|8|0|8|0|"Kvinde"
"50056"|"MARIYANA"|8|0|8|0|"Kvinde"
"50057"|"MARJA-LEENA"|8|0|8|0|"Kvinde"
"50058"|"MARZENNA"|8|0|8|0|"Kvinde"
"50059"|"MATEA"|8|0|8|0|"Kvinde"
"50060"|"MAYAR"|8|0|8|0|"Kvinde"
"50061"|"MAY-BRITH"|8|0|8|0|"Kvinde"
"50062"|"MAYMUNA"|8|0|8|0|"Kvinde"
"50063"|"MAYSSAA"|8|0|8|0|"Kvinde"
"50064"|"MECHTHILD"|8|0|8|0|"Kvinde"
"50065"|"MEHRIA"|8|0|8|0|"Kvinde"
"50066"|"MEHRNOUSH"|8|0|8|0|"Kvinde"
"50067"|"MELITTA"|8|0|8|0|"Kvinde"
"50068"|"MELLISSA"|8|0|8|0|"Kvinde"
"50069"|"MERETA"|8|0|8|0|"Kvinde"
"50070"|"MESERET"|8|0|8|0|"Kvinde"
"50071"|"METTE-KIRSTINE"|8|0|8|0|"Kvinde"
"50072"|"METTELISE"|8|0|8|0|"Kvinde"
"50073"|"MICHAELLA"|8|0|8|0|"Kvinde"
"50074"|"MIHANE"|8|0|8|0|"Kvinde"
"50075"|"MILRED"|8|0|8|0|"Kvinde"
"50076"|"MINAL"|8|0|8|0|"Kvinde"
"50077"|"MINELL"|8|0|8|0|"Kvinde"
"50078"|"MINERVA"|8|0|8|0|"Kvinde"
"50079"|"MINIKA"|8|0|8|0|"Kvinde"
"50080"|"MITZY"|8|0|8|0|"Kvinde"
"50081"|"MOBINA"|8|0|8|0|"Kvinde"
"50082"|"MOJDEH"|8|0|8|0|"Kvinde"
"50083"|"MONIKE"|8|0|8|0|"Kvinde"
"50084"|"MUBERA"|8|0|8|0|"Kvinde"
"50085"|"MUHIBA"|8|0|8|0|"Kvinde"
"50086"|"MURISA"|8|0|8|0|"Kvinde"
"50087"|"MÅLFRID"|8|0|8|0|"Kvinde"
"50088"|"MAARTJE"|8|0|8|0|"Kvinde"
"50089"|"NADERA"|8|0|8|0|"Kvinde"
"50090"|"NADICA"|8|0|8|0|"Kvinde"
"50091"|"NADZIJE"|8|0|8|0|"Kvinde"
"50092"|"NAFIA"|8|0|8|0|"Kvinde"
"50093"|"NAGIHAN"|8|0|8|0|"Kvinde"
"50094"|"NAJLAA"|8|0|8|0|"Kvinde"
"50095"|"NANSY"|8|0|8|0|"Kvinde"
"50096"|"NAOKO"|8|0|8|0|"Kvinde"
"50097"|"NARDANE"|8|0|8|0|"Kvinde"
"50098"|"NASSIMA"|8|0|8|0|"Kvinde"
"50099"|"NATIA"|8|0|8|0|"Kvinde"
"50100"|"NAVARANA"|8|0|8|0|"Kvinde"
"50101"|"NECMIYE"|8|0|8|0|"Kvinde"
"50102"|"NIDAA"|8|0|8|0|"Kvinde"
"50103"|"NIENKE"|8|0|8|0|"Kvinde"
"50104"|"NIKIA"|8|0|8|0|"Kvinde"
"50105"|"NILI"|8|0|8|0|"Kvinde"
"50106"|"NILUFAR"|8|0|8|0|"Kvinde"
"50107"|"NINNIE"|8|0|8|0|"Kvinde"
"50108"|"NIVIKKA"|8|0|8|0|"Kvinde"
"50109"|"NONNY"|8|0|8|0|"Kvinde"
"50110"|"NORHAN"|8|0|8|0|"Kvinde"
"50111"|"NORIA"|8|0|8|0|"Kvinde"
"50112"|"OLESIA"|8|0|8|0|"Kvinde"
"50113"|"ONA"|8|0|8|0|"Kvinde"
"50114"|"PAKHSHAN"|8|0|8|0|"Kvinde"
"50115"|"PANEERAQ"|8|0|8|0|"Kvinde"
"50116"|"PANIDA"|8|0|8|0|"Kvinde"
"50117"|"PARASTOO"|8|0|8|0|"Kvinde"
"50118"|"PERRINE"|8|0|8|0|"Kvinde"
"50119"|"PHATCHAREE"|8|0|8|0|"Kvinde"
"50120"|"PHILINA"|8|0|8|0|"Kvinde"
"50121"|"PIANNA"|8|0|8|0|"Kvinde"
"50122"|"PIIA"|8|0|8|0|"Kvinde"
"50123"|"POULINA"|8|0|8|0|"Kvinde"
"50124"|"POURAN"|8|0|8|0|"Kvinde"
"50125"|"PRISKILLA"|8|0|8|0|"Kvinde"
"50126"|"PROSCOVIA"|8|0|8|0|"Kvinde"
"50127"|"RADHIA"|8|0|8|0|"Kvinde"
"50128"|"RAHA"|8|0|8|0|"Kvinde"
"50129"|"RAISSA"|8|0|8|0|"Kvinde"
"50130"|"RAJANA"|8|0|8|0|"Kvinde"
"50131"|"RAMYA"|8|0|8|0|"Kvinde"
"50132"|"RANIM"|8|0|8|0|"Kvinde"
"50133"|"RASMIE"|8|0|8|0|"Kvinde"
"50134"|"RATHIKA"|8|0|8|0|"Kvinde"
"50135"|"REHNI"|8|0|8|0|"Kvinde"
"50136"|"RENÁTA"|8|0|8|0|"Kvinde"
"50137"|"RETA"|8|0|8|0|"Kvinde"
"50138"|"RHIANNON"|8|0|8|0|"Kvinde"
"50139"|"RHONA"|8|0|8|0|"Kvinde"
"50140"|"RIANNE"|8|0|8|0|"Kvinde"
"50141"|"RIEM"|8|0|8|0|"Kvinde"
"50142"|"RIIKKA"|8|0|8|0|"Kvinde"
"50143"|"RIINA"|8|0|8|0|"Kvinde"
"50144"|"RIKKA"|8|0|8|0|"Kvinde"
"50145"|"RIKKELINE"|8|0|8|0|"Kvinde"
"50146"|"ROKHSAR"|8|0|8|0|"Kvinde"
"50147"|"ROQIA"|8|0|8|0|"Kvinde"
"50148"|"ROSALBA"|8|0|8|0|"Kvinde"
"50149"|"ROSETTE"|8|0|8|0|"Kvinde"
"50150"|"ROSITTA"|8|0|8|0|"Kvinde"
"50151"|"ROXANE"|8|0|8|0|"Kvinde"
"50152"|"RUMYANA"|8|0|8|0|"Kvinde"
"50153"|"RUNGNAPHA"|8|0|8|0|"Kvinde"
"50154"|"RUPA"|8|0|8|0|"Kvinde"
"50155"|"RUTE"|8|0|8|0|"Kvinde"
"50156"|"RÜVEYDA"|8|0|8|0|"Kvinde"
"50157"|"RÜYA"|8|0|8|0|"Kvinde"
"50158"|"RAANA"|8|0|8|0|"Kvinde"
"50159"|"SABERA"|8|0|8|0|"Kvinde"
"50160"|"SACHIKO"|8|0|8|0|"Kvinde"
"50161"|"SADEGÜL"|8|0|8|0|"Kvinde"
"50162"|"SAHDIA"|8|0|8|0|"Kvinde"
"50163"|"SAHERA"|8|0|8|0|"Kvinde"
"50164"|"SAIJAI"|8|0|8|0|"Kvinde"
"50165"|"SAMYA"|8|0|8|0|"Kvinde"
"50166"|"SAOUSSAN"|8|0|8|0|"Kvinde"
"50167"|"SARMITE"|8|0|8|0|"Kvinde"
"50168"|"SAULE"|8|0|8|0|"Kvinde"
"50169"|"SAUSAN"|8|0|8|0|"Kvinde"
"50170"|"SECIRA"|8|0|8|0|"Kvinde"
"50171"|"SEDRA"|8|0|8|0|"Kvinde"
"50172"|"SELEN"|8|0|8|0|"Kvinde"
"50173"|"SELVETE"|8|0|8|0|"Kvinde"
"50174"|"SEMSIJE"|8|0|8|0|"Kvinde"
"50175"|"SENNUR"|8|0|8|0|"Kvinde"
"50176"|"SESSELJA"|8|0|8|0|"Kvinde"
"50177"|"SEVDE"|8|0|8|0|"Kvinde"
"50178"|"SEVERINA"|8|0|8|0|"Kvinde"
"50179"|"SHAHZIA"|8|0|8|0|"Kvinde"
"50180"|"SHAMEEM"|8|0|8|0|"Kvinde"
"50181"|"SHANTHI"|8|0|8|0|"Kvinde"
"50182"|"SHENAZ"|8|0|8|0|"Kvinde"
"50183"|"SHEREN"|8|0|8|0|"Kvinde"
"50184"|"SHERRY"|8|0|8|0|"Kvinde"
"50185"|"SIDSE-MARIE"|8|0|8|0|"Kvinde"
"50186"|"SIGBRIT"|8|0|8|0|"Kvinde"
"50187"|"SIGGIE"|8|0|8|0|"Kvinde"
"50188"|"SIGURBJØRG"|8|0|8|0|"Kvinde"
"50189"|"SILIA"|8|0|8|0|"Kvinde"
"50190"|"SILVIYA"|8|0|8|0|"Kvinde"
"50191"|"SIRINE"|8|0|8|0|"Kvinde"
"50192"|"SISSE-MARIE"|8|0|8|0|"Kvinde"
"50193"|"SNE"|8|0|8|0|"Kvinde"
"50194"|"SOFIE-LOUISE"|8|0|8|0|"Kvinde"
"50195"|"SOFIE-MARIE"|8|0|8|0|"Kvinde"
"50196"|"SOFINE"|8|0|8|0|"Kvinde"
"50197"|"SOHEYLA"|8|0|8|0|"Kvinde"
"50198"|"SOLVITA"|8|0|8|0|"Kvinde"
"50199"|"SOLWEIG"|8|0|8|0|"Kvinde"
"50200"|"SOMBOON"|8|0|8|0|"Kvinde"
"50201"|"SPOMENKA"|8|0|8|0|"Kvinde"
"50202"|"SRISUDA"|8|0|8|0|"Kvinde"
"50203"|"SUDI"|8|0|8|0|"Kvinde"
"50204"|"SUHRETA"|8|0|8|0|"Kvinde"
"50205"|"SUMAYO"|8|0|8|0|"Kvinde"
"50206"|"SUMEYYE"|8|0|8|0|"Kvinde"
"50207"|"SUNANTHA"|8|0|8|0|"Kvinde"
"50208"|"SUNDOS"|8|0|8|0|"Kvinde"
"50209"|"SUPHATTRA"|8|0|8|0|"Kvinde"
"50210"|"SUREEPORN"|8|0|8|0|"Kvinde"
"50211"|"SUZANE"|8|0|8|0|"Kvinde"
"50212"|"SÜMBÜL"|8|0|8|0|"Kvinde"
"50213"|"TABAN"|8|0|8|0|"Kvinde"
"50214"|"TAGHREED"|8|0|8|0|"Kvinde"
"50215"|"TALITA"|8|0|8|0|"Kvinde"
"50216"|"TAMANNA"|8|0|8|0|"Kvinde"
"50217"|"TANIYA"|8|0|8|0|"Kvinde"
"50218"|"TASMIA"|8|0|8|0|"Kvinde"
"50219"|"THANAPORN"|8|0|8|0|"Kvinde"
"50220"|"THANYA"|8|0|8|0|"Kvinde"
"50221"|"THARA"|8|0|8|0|"Kvinde"
"50222"|"THIDA"|8|0|8|0|"Kvinde"
"50223"|"THINNE"|8|0|8|0|"Kvinde"
"50224"|"THITIMA"|8|0|8|0|"Kvinde"
"50225"|"THOVE"|8|0|8|0|"Kvinde"
"50226"|"TIIA"|8|0|8|0|"Kvinde"
"50227"|"TILA"|8|0|8|0|"Kvinde"
"50228"|"TINA-MARIA"|8|0|8|0|"Kvinde"
"50229"|"TITINA"|8|0|8|0|"Kvinde"
"50230"|"TODORKA"|8|0|8|0|"Kvinde"
"50231"|"TUKUMMEQ"|8|0|8|0|"Kvinde"
"50232"|"TULLA"|8|0|8|0|"Kvinde"
"50233"|"UILOQ"|8|0|8|0|"Kvinde"
"50234"|"UNNIE"|8|0|8|0|"Kvinde"
"50235"|"VAHIDEH"|8|0|8|0|"Kvinde"
"50236"|"VALDETA"|8|0|8|0|"Kvinde"
"50237"|"VALMIRA"|8|0|8|0|"Kvinde"
"50238"|"VANITA"|8|0|8|0|"Kvinde"
"50239"|"VANITHA"|8|0|8|0|"Kvinde"
"50240"|"VASANTHY"|8|0|8|0|"Kvinde"
"50241"|"VENCHE"|8|0|8|0|"Kvinde"
"50242"|"VENESA"|8|0|8|0|"Kvinde"
"50243"|"VESELINA"|8|0|8|0|"Kvinde"
"50244"|"VIBBER"|8|0|8|0|"Kvinde"
"50245"|"VIBEN"|8|0|8|0|"Kvinde"
"50246"|"VIENNA"|8|0|8|0|"Kvinde"
"50247"|"VILNA"|8|0|8|0|"Kvinde"
"50248"|"VINETA"|8|0|8|0|"Kvinde"
"50249"|"VIRPI"|8|0|8|0|"Kvinde"
"50250"|"VIVICA"|8|0|8|0|"Kvinde"
"50251"|"WAHIBA"|8|0|8|0|"Kvinde"
"50252"|"WARANYA"|8|0|8|0|"Kvinde"
"50253"|"WARSAN"|8|0|8|0|"Kvinde"
"50254"|"WEDAD"|8|0|8|0|"Kvinde"
"50255"|"WICTORIA"|8|0|8|0|"Kvinde"
"50256"|"YAMNA"|8|0|8|0|"Kvinde"
"50257"|"ÜLKIYE"|8|0|8|0|"Kvinde"
"50258"|"YORDANKA"|8|0|8|0|"Kvinde"
"50259"|"ZAENAB"|8|0|8|0|"Kvinde"
"50260"|"ZAHRAH"|8|0|8|0|"Kvinde"
"50261"|"ZARQA"|8|0|8|0|"Kvinde"
"50262"|"ZERRIN"|8|0|8|0|"Kvinde"
"50263"|"ZIDSEL"|8|0|8|0|"Kvinde"
"50264"|"ZILHA"|8|0|8|0|"Kvinde"
"50265"|"ZITHA"|8|0|8|0|"Kvinde"
"50266"|"ZLATIJA"|8|0|8|0|"Kvinde"
"50267"|"ZORANA"|8|0|8|0|"Kvinde"
"50268"|"ZULAIKHA"|8|0|8|0|"Kvinde"
"50269"|"ZÜLBIYE"|8|0|8|0|"Kvinde"
"50270"|"ØZNUR"|8|0|8|0|"Kvinde"
"50271"|"ABBELONE"|7|0|7|0|"Kvinde"
"50272"|"ABEDA"|7|0|7|0|"Kvinde"
"50273"|"ABIDE"|7|0|7|0|"Kvinde"
"50274"|"ABIHA"|7|0|7|0|"Kvinde"
"50275"|"ABIRAMI"|7|0|7|0|"Kvinde"
"50276"|"ABLA"|7|0|7|0|"Kvinde"
"50277"|"ADIA"|7|0|7|0|"Kvinde"
"50278"|"ADVIJA"|7|0|7|0|"Kvinde"
"50279"|"AFF"|7|0|7|0|"Kvinde"
"50280"|"AFIFA"|7|0|7|0|"Kvinde"
"50281"|"AFUA"|7|0|7|0|"Kvinde"
"50282"|"AGGA"|7|0|7|0|"Kvinde"
"50283"|"AILYN"|7|0|7|0|"Kvinde"
"50284"|"AIMÈE"|7|0|7|0|"Kvinde"
"50285"|"AKILE"|7|0|7|0|"Kvinde"
"50286"|"ALBANA"|7|0|7|0|"Kvinde"
"50287"|"ALESIA"|7|0|7|0|"Kvinde"
"50288"|"ALIEH"|7|0|7|0|"Kvinde"
"50289"|"ALIMA"|7|0|7|0|"Kvinde"
"50290"|"ALITA"|7|0|7|0|"Kvinde"
"50291"|"ALMUTH"|7|0|7|0|"Kvinde"
"50292"|"ALZBETA"|7|0|7|0|"Kvinde"
"50293"|"AMEERA"|7|0|7|0|"Kvinde"
"50294"|"AMELITA"|7|0|7|0|"Kvinde"
"50295"|"AMIDE"|7|0|7|0|"Kvinde"
"50296"|"ANEGRETE"|7|0|7|0|"Kvinde"
"50297"|"ANELIS"|7|0|7|0|"Kvinde"
"50298"|"ANE-LOUISE"|7|0|7|0|"Kvinde"
"50299"|"ANE-MARGRETHE"|7|0|7|0|"Kvinde"
"50300"|"ANGELI"|7|0|7|0|"Kvinde"
"50301"|"ANGKHANA"|7|0|7|0|"Kvinde"
"50302"|"ANIKKA"|7|0|7|0|"Kvinde"
"50303"|"ANILLA"|7|0|7|0|"Kvinde"
"50304"|"ANISSE"|7|0|7|0|"Kvinde"
"50305"|"ANKIE"|7|0|7|0|"Kvinde"
"50306"|"ANMARIE"|7|0|7|0|"Kvinde"
"50307"|"ANNA-BIRGIT"|7|0|7|0|"Kvinde"
"50308"|"ANNAHITA"|7|0|7|0|"Kvinde"
"50309"|"ANNA-LAURA"|7|0|7|0|"Kvinde"
"50310"|"ANNA-LIISA"|7|0|7|0|"Kvinde"
"50311"|"ANNA-LISBETH"|7|0|7|0|"Kvinde"
"50312"|"ANNALYN"|7|0|7|0|"Kvinde"
"50313"|"ANNAMAY"|7|0|7|0|"Kvinde"
"50314"|"ANNA-OLIVIA"|7|0|7|0|"Kvinde"
"50315"|"ANNASOFIA"|7|0|7|0|"Kvinde"
"50316"|"ANN-BETT"|7|0|7|0|"Kvinde"
"50317"|"ANN-BIRTHE"|7|0|7|0|"Kvinde"
"50318"|"ANN-CAMILLA"|7|0|7|0|"Kvinde"
"50319"|"ANNE-BRIT"|7|0|7|0|"Kvinde"
"50320"|"ANNE-FIE"|7|0|7|0|"Kvinde"
"50321"|"ANNE-HELENE"|7|0|7|0|"Kvinde"
"50322"|"ANNEKA"|7|0|7|0|"Kvinde"
"50323"|"ANNEKEN"|7|0|7|0|"Kvinde"
"50324"|"ANNE-LISBET"|7|0|7|0|"Kvinde"
"50325"|"ANNELORE"|7|0|7|0|"Kvinde"
"50326"|"ANNE-MAJA"|7|0|7|0|"Kvinde"
"50327"|"ANNE-ROSE"|7|0|7|0|"Kvinde"
