Data_kilde|BIQ_ID|NAVN|ORG_NAVN
Bestyrelse|313685|Claus Thrane Jørgensen|Shoe-D-vision
Kommission|0|Claus Thustrup Kreiner|Skattekommissionen
Bestyrelse|1852703|Claus Thykjær Andersen|Dagbladet Børsen
Bestyrelse|313764|Claus True Hougesen|Columbus IT Partner
Bestyrelse|232513|Claus Tycho Bræstrup|Bavarian Nordic
Bestyrelse|313782|Claus Tønnesen|Inter Primo
Bestyrelse|1138146|Claus Udengaard Thomsen|Kverneland Group
Kommission|0|Claus Vastrup|Infrastrukturkommissionen
Bestyrelse|1454379|Claus Wellendorf|DCC Energi
Bestyrelse|313964|Claus Winberg|Synoptik
Bestyrelse|313970|Claus Winther|Diba Bank
Bestyrelse|314025|Claus Østergaard Nielsen|H.L. Industries
Bestyrelse|587617|Clive Graeme Watson|Brüel & Kjær Sound
Bestyrelse|1350059|Con O'Flynn|Brdr. Lembcke
Kommission|0|Conni Simonsen|Rådet for Teknologi og Innovation
Bestyrelse|967323|Conni-Dorthe Laursen|Dantherm
Bestyrelse|314352|Connie Astrup-Larsen|ØK
Bestyrelse|314423|Connie Elgaard Lerche|GF Inveco
Bestyrelse|1299579|Connie Enghus Theisen|Rockwool International
Bestyrelse|1154182|Connie Flade|SEAS-NVE
Kommission|0|Connie Kruckow|Det nationale råd for kvalitetsudvikling i sundhedsvæsenet
Bestyrelse|314608|Connie Morbitzer Borgen|Nordea Liv & Pension
Bestyrelse|1474686|Conny Bennetzen Thrane|Louis Poulsen Lighting
Bestyrelse|1830185|Conny Juhani Virtanen Friman|Kims
Bestyrelse|17169273|Conny Wagner Christophersen|NCC Construction
Bestyrelse|1910906|Conor Joseph Murphy|DCC Energi
Bestyrelse|16955639|Cornelia Thieme|Satair
Bestyrelse|315045|Cornelis Anthonie Kuypers|Danish Air Transport
Bestyrelse|17073534|Cornelis Braam|Electrolux Home Production
Bestyrelse|1716786|Cornelis Job van der Graaf|Carlsberg
Bestyrelse|1194654|Cornelis Van Teeffelen|Triumph International Textil
Bestyrelse|7373377|Craig Frank Binetti|Danisco
Bestyrelse|1990686|Craig Meredith Carpenter|Brightpoint Denmark
Bestyrelse|1599012|Curt Willy Germundsson|Monberg & Thorsen
Bestyrelse|315446|Dag Frederik Arfst Paulsen|Ferring Pharmaceuticals
Bestyrelse|1349330|Dag Rehme|IF IT Services
Bestyrelse|10496167|Dag Wilhelm Ringvold Strømme|Herning Shipping
Bestyrelse|995629|Dale Ed Williams|Dan-Foam
Bestyrelse|1967195|Damian Harte|LM Wind Power
Bestyrelse|1288859|Dan Christian Larsen|Draka Denmark Copper
Bestyrelse|1620552|Dan Holm Jakobsen|Ardagh Glass Holmegaard
Bestyrelse|316044|Dan Koch Boyter|Pressalit Group
Bestyrelse|316049|Dan Korsgaard|KAMSTRUP A/S
Bestyrelse|316051|Dan Krause Thomsen|Aegis Media
Bestyrelse|1400797|Dan Riise Andersen|Hillerød Forsyning
Bestyrelse|316271|Dan Stjernegaard Larsen|Lindab
Bestyrelse|1920396|Daniel Albert Tragus|Hardi International
Bestyrelse|17093176|Daniel Henrik Skifte|Satair
Bestyrelse|1507863|Daniel Jaouen|Delimo
Bestyrelse|1878211|Daniel John Bruno|Genmab
Bestyrelse|1457774|Daniel Lopez Cruz|Icopal
Bestyrelse|17162289|Daniel Louis Molianaro|NKT Flexibles
Bestyrelse|1824922|Daniel Nyboe Andersen|Aalborg Forsyning
Bestyrelse|1838723|Daniel Pierre Alain Fahrny|Philip Morris
Bestyrelse|1915079|Daniel Rivera|Nordic Seafood
Bestyrelse|1250667|Daniel Tonius Nottbrock|Slagteriet Brørup
Bestyrelse|17085947|Daniele Schillaci|Toyota
Bestyrelse|1885060|Danko Maras|Leaf Danmark
Bestyrelse|1832292|Danna Rosenbæk Petersen|Johnson Controls
Bestyrelse|1012025|Danny Louis Belchuke|Jakon
Bestyrelse|316758|Darius Zubas|Rosenkrantz
Bestyrelse|1605268|David Andrew Eatwell|Genmab
Bestyrelse|1474980|David Colin Parry|ITW Construction Prod.
Kommission|0|David Hellemann|Forum for offentlig topledelse
Bestyrelse|17159807|David James Keener|NKT Flexibles
Bestyrelse|986663|David Jarrett Tveit|Teknologisk Institut
Bestyrelse|16914478|David Mark Staton|Københavns Lufthavne
Bestyrelse|1783605|David Mikael Persson|Eltel Networks
Bestyrelse|995628|David Montgomery|Dan-Foam
Bestyrelse|317305|David Packness Meyer|Pressalit Group
Bestyrelse|317434|David Timothy Chrisnall Evans|Arriva Skandinavien
Bestyrelse|10429702|David Vrhovec|Actavis
Bestyrelse|1911629|Dean Anthony Gilfillan|British American Tobacco Denmark
Bestyrelse|7373379|Deborah Jo Wood|Danisco
Bestyrelse|317603|Denis Jean Jørgen Viet-Jacobsen|OVE WRIST & CO. A/S
Bestyrelse|1948734|Denis Sakari Mattsson|Rose Poultry
Bestyrelse|1892773|Denni Per Nielsen|Bilia Personvogne
Bestyrelse|659005|Dennis Dandanell Kristensen|Pen-Sam
Bestyrelse|1789097|Dennis Jon Knudsen|Forsyning Helsingør
Kommission|0|Dennis Kristensen|Kvalitetsgruppen
Bestyrelse|317968|Dennis Thykjær Jørgensen|MARTIN PROFESSIONAL A/S
Bestyrelse|1551418|Dennis Østerlund Larsen|Sparekassen Sjælland
Bestyrelse|1837111|Derek Wakeling|K Line
Bestyrelse|318068|Derrick Miller|Allianceplus
Bestyrelse|318083|Desiree Mørch Schultz|Topdanmark
Bestyrelse|7380064|Desiree Ruskol|Origio
Bestyrelse|1212944|Detlef Drafz|Rimeco
Bestyrelse|1796480|Didier Andre Marcel Bourrette|ITW Construction Prod.
Bestyrelse|17040257|Didier Fernand Debrosse|Chr. Hansen
Bestyrelse|16915768|Didier Pauletto|City-Trafik
Bestyrelse|16955637|Didier Robert Michel Paul Lux|Satair
Bestyrelse|1880723|Dieter Goldmann|Andreas Andresen
Bestyrelse|318364|Dieter Kasprzak|ECCO
Bestyrelse|318533|Dines Bredal Schmidt Nielsen|Bladt Industries
Bestyrelse|1446896|Dionysios Nicolaos Malamatinas|Saxo Bank
Bestyrelse|1779955|Dirk Axel Wiedmann|BMW Danmark
Bestyrelse|1773025|Dirk De Meulder|Saint-Gobain Isover
Bestyrelse|1019270|Dirk Glöckner|DHL Express
Bestyrelse|1422884|Dirk Lütje|Hørkram Holding
Bestyrelse|318377|Dirk Mouritz Meerpohl|Skov Glyngøre
Bestyrelse|1307738|Dirk Paul Maria Leo Vandekerckhove|NRGi
Bestyrelse|318993|Ditlev Engel|Vestas
Bestyrelse|318984|Ditlev Gustav Wedell-Wedellsborg|Jet Time
Bestyrelse|10427906|Don E. Evans|Koppers Denmark
Bestyrelse|1732568|Donal Patrick Murphy|DCC Energi
Bestyrelse|1363996|Donald George Rubright|CP Kelco
Bestyrelse|1495173|Donald Ray Parker|SAS Institute
Bestyrelse|17155344|Donna Marie Cordner|Carlsberg
Bestyrelse|1169151|Doris Nielsen Markussen|SEB Pension
Bestyrelse|1017867|Dorrit Tuthill|Axel Kaufmann
Bestyrelse|319679|Dorrit Vanglo|Lån & Spar Bank
Bestyrelse|1697762|Dorrit Zenner Torp|KK-Group
Bestyrelse|1450634|Dorte Andersen|3M
Bestyrelse|319794|Dorte Andersen|Lars Rosbjerg Andersen
Bestyrelse|319936|Dorte Folden Skole|Sparekassen Vendsyssel
Bestyrelse|1015845|Dorte Krak|Arp-Hansen Hotel Group
Bestyrelse|1562668|Dorte Lange|Lærernes Pension
Kommission|1562668|Dorte Lange|Rådet for Evaluering og Kvalitetsudvikling af Folkeskolen
Bestyrelse|927583|Dorte Linette Sonne Ekner|Satair
Bestyrelse|320209|Dorte Nielsen|El-Salg
Kommission|0|Dorte Nørregaard Larsen|Energisparerådet
Kommission|0|Dorte Salskov-Iversen|Rådet for Internationalisering af Uddannelserne
Kommission|0|Dorthe Bébe|Tænketanken om Nærdemokrati
Kommission|0|Dorthe Dahl-Jensen|Klimakommissionen
Bestyrelse|17033751|Dorthe Dal Emborg|Prime Ocean
Kommission|0|Dorthe Fink|Vækstforum Region Bornholm
Kommission|0|Dorthe Heide|Det nationale forebyggelsesråd
Bestyrelse|718989|Dorthe Koch Pedersen|Haribo Lakrids
Bestyrelse|1862724|Dorthe Lybye|Rockwool International
Bestyrelse|1140337|Dorthe Lysgaard|Tamaco Holding
Kommission|0|Dorthe Mikkelsen,|Vækstteam for Sundheds- og Velfærdsløsninger
Bestyrelse|983642|Dorthe Nielsen|Kasi
Kommission|0|Dorthe Nøhr Pedersen|Trængselskommission for hovedstadsområdet
Kommission|0|Dorthe Pedersen|Rådet for Erhvervsakademiuddannelser og Professionsbacheloruddannelser
Bestyrelse|1359143|Douglas Allen|Zerochaos
Kommission|0|Ebba Holme Hansen|Rådet for Internationalt Udviklingssamarbejde 
Kommission|0|Ebbe Dal|Offentlighedskommissionen
Bestyrelse|321802|Ebbe Malte Iversen|Egetæpper
Bestyrelse|321782|Ebbe Merrild Loiborg|Thorkil Andersen (Frode Laursen)
Bestyrelse|321884|Ebbe Pelle Jacobsen|Boconcept
Bestyrelse|321941|Ebbe Ravn Sørensen|NOE Net
Bestyrelse|7382099|Eddy Louise Ghislain Vanswijgenhoven|Parker Hannifin
Bestyrelse|1639933|Edgar Arturo Duque Gutierrez|Andritz Feed & Biofuel
Bestyrelse|1836143|Edward Anthony Mayle|Pernod Ricard
Bestyrelse|1717888|Edward Coll|Nordic Bulk Carriers
Bestyrelse|1546107|Edwin Thomas William Torr|Vetxx
Bestyrelse|323267|Eelco Lucas Dudok van Heel|Rockwool International
Bestyrelse|323298|Efraim Tittussen|Royal Arctic Line
Bestyrelse|323405|Egil Bodd|Bisca
Bestyrelse|1947459|Egil Edvard Nylund|Tide Bus Danmark
Bestyrelse|1065270|Egil Mølsted Madsen|Dako
Bestyrelse|324056|Egon Krogh Damgaard|Egetæpper
Kommission|0|Egon Sørensen|Det Regionale Beskæftigelsesråd for  Nordjylland
Bestyrelse|323480|Egon Aagaard Sørensen|Nordex Holding
Bestyrelse|324989|Eigild Bødker Christensen|Nordjysk Elhandel
Bestyrelse|17156086|Eija Pitkänen|Vestas
Bestyrelse|1463903|Eijiro Yamakita|Tumlare Corporation
Bestyrelse|1181119|Eileen Jørgensen|Hedegaard & Christensen
Bestyrelse|1999348|Einar Gjelsvik|Altinex Oil
Bestyrelse|325218|Einar Mark Christensen|Fan Milk International
Kommission|0|Einar Toft Kofoed|Det midlertidige vækstforum for region Bornholm
Kommission|0|Eirik Schrøder Amundsen|Det Økonomiske Råd 
Bestyrelse|232738|Eivind Dam Jensen|Topsil Semiconductors
Bestyrelse|325365|Eivind Drachmann Kolding|Danske Bank
Bestyrelse|325380|Eivind Engberg|Lemvigh-Müller
Bestyrelse|17249653|Eivind Roald|SCANDINAVIAN AIRLINES SYSTEM
Bestyrelse|326150|Ejnar Søby|Djurslands Bank
Kommission|0|Ejner K. Holst|Beskæftigelsesrådet 2006-2013
Bestyrelse|1879040|Ejvind Holger Clemmensen|Verdo
Bestyrelse|326877|Ejvind Sandal|F.E. Bording
Bestyrelse|1428420|Ejvind Ulrik Dan Danstrøm|J. Lauritzen
Bestyrelse|1557827|Ekaterina Shaposhnikova|D.F.N. Olie
Kommission|0|Eli Christiansen|Det midlertidige vækstforum for region Syddanmark
Bestyrelse|327248|Eli Vium Nielsen|Vestforsyning
Bestyrelse|327249|Eli Wallin|Pharmco
Bestyrelse|1874458|Elin Sonne|Silkeborg Forsyning
Bestyrelse|327305|Elin Aase Andersen|Alex Andersen Ølund
Kommission|0|Elisabeth Dons Christensen|Værdikommission
Bestyrelse|1730297|Elisabeth Fisker|Air Greenland
Bestyrelse|17155345|Elisabeth Fleuriot|Carlsberg
Bestyrelse|16812329|Elisabeth Geday|DR
Kommission|0|Elisabeth Kiørboe|Rådet for Internationalt Udviklingssamarbejde 
Kommission|0|Elisabeth Møller Jensen|Rådet for Internationalt Udviklingssamarbejde 
Bestyrelse|1756401|Elise Brøchner Larsen|Coop
Bestyrelse|17148822|Elizabeth Anne Hewitt|Novo Nordisk
Bestyrelse|328171|Elke Dora Jørgensen|E 3-Gruppen
Kommission|0|Ella Maria Bisschop-Larsen|Det Miljøøkonomiske Råd
Bestyrelse|328343|Ella Nørbjerg Søgaard|Idealcombi
Kommission|0|Ellen Eff|Arbejdsmarkedets Erhvervssygdomssikrings-udvalg (AES-udvalget)
Bestyrelse|1162872|Ellen Karlshøj Lykkegaard|PensionDanmark
Bestyrelse|2001398|Ellen Kirkegaard Toft|Sparekassen Kronjylland
Bestyrelse|232775|Ellen Margrethe Basse|Aarhus Vand
Bestyrelse|16855582|Ellen Sandra Bratland|Altinex Oil
Kommission|0|Ellen Thrane|Det Regionale Beskæftigelsesråd for Hovedstaden & Sjælland - 2010-2014
Kommission|0|Ellen Trane Nørby|Danmarks Nationalbanks Repræsentantskab
Bestyrelse|240178|Ellinor Sæther|Heinemann-Sæther
Bestyrelse|1595199|Elly Christina Hendrika Piccart|Gate Gourmet Denmark
Bestyrelse|1599768|Elly Smedegaard|Vestas
Kommission|0|Elly Wolff|Det midlertidige vækstforum for region Bornholm
Bestyrelse|1456767|Elo Andersen|Uno-X Energi
Bestyrelse|329744|Elon Studsgaard|Danske Fragtmænd
Bestyrelse|330066|Else Dam Jensen|Hydrema Holding
Bestyrelse|1684003|Else Hansen|K. Nissen International
Bestyrelse|330658|Else Margrethe Nevermann|Danica Corporation
Bestyrelse|7374737|Elsebeth Christina Andersen|Tetra Pak Hoyer
Kommission|0|Elsebeth Gerner Nielsen|Visionsudvalget Design2020
Kommission|0|Elsebeth Krogh|Rådet for Internationalt Udviklingssamarbejde 
Bestyrelse|331574|Elsebeth Nielsen|Jørgen Kruuse
Bestyrelse|331906|Elvin Jørgen Hansen|HMN Naturgas (note)
Bestyrelse|1844883|Emil Schuber|MAN Last og Bus
Bestyrelse|1273048|Emma Margrethe Pedersen|Lærerstandens Brandforsikr.
Bestyrelse|332365|Enan Raouf El-Galaly|Helnan Holding
Bestyrelse|1899625|Enrico Basso|Louis Poulsen Lighting
Bestyrelse|922366|Enrico Bogazzi|Dannebrog Rederi
Bestyrelse|332517|Ererhard Sinnercker|Scandlines
Kommission|0|Erhardt Filtenborg|Det Regionale Beskæftigelsesråd for Hovedstaden & Sjælland - 2010-2014
Bestyrelse|332644|Eric Frydenlund Michelsen|USTC (United Ship. & Trad.)
Bestyrelse|332685|Eric Jacques Rene Bigeard|Lyreco Danmark
Bestyrelse|1754333|Erich Rolf Reinhardt|Dako
Bestyrelse|332960|Erik Adolphsen|Lærerstandens Brandforsikr.
Bestyrelse|332977|Erik Aggerbo Jacobsen|Østjydsk Bank
Bestyrelse|333048|Erik Aller|Aller
Bestyrelse|333083|Erik Anders Jansson|Stena Metall
Bestyrelse|1555361|Erik Anders Jesper Eliasson|ALTOR EQUITY PARTNERS A/S
Bestyrelse|1173624|Erik Anders Rasmussen|Colgate-Palmolive
Bestyrelse|310177|Erik Andresen|IAI Holding
Bestyrelse|333280|Erik Arne Christensen|Marius Pedersen
Kommission|0|Erik B. Jensen|Det midlertidige vækstforum for region Bornholm
Bestyrelse|333428|Erik Balleby Jensen|Schades Holding
Bestyrelse|333455|Erik Bank Lauridsen|Sydbank
Bestyrelse|333461|Erik Barsøe Bohsen|Dansani
Bestyrelse|1866020|Erik Bartnes|Nordic Tankers
Bestyrelse|333531|Erik Bendixen|Den Jyske Sparekasse
Bestyrelse|333554|Erik Benny Winther|CEMB
Bestyrelse|333665|Erik Birger Steen Kjerri Hansen|Lemvigh-Müller
Kommission|0|Erik Bonnerup|Visionsudvalget vedrørende Fremtidens Politi
Bestyrelse|333928|Erik Borg|Altinex Oil
Bestyrelse|334046|Erik Broholm Andersen|Nordjyske Bank
Bestyrelse|334108|Erik Buchvald Pedersen|DSV
Bestyrelse|334138|Erik Busk Jensen|Verdo
Bestyrelse|333294|Erik Christensen|Andreas Andresen
Kommission|0|Erik Christensen |Visionsudvalget vedrørende Fremtidens Politi
Bestyrelse|1701483|Erik Christensen Lund|HMN Naturgas (note)
Kommission|0|Erik Dahl Kjær|Udvalget for plantegenetiske ressourcer
Bestyrelse|334589|Erik Dalgaard Hansen|Lastas
Bestyrelse|1971231|Erik Daniel Eriksson|FIH Erhvervsbank
Bestyrelse|334666|Erik Danquard Jensen|MLA-Gruppen
Bestyrelse|334772|Erik Dyrmann Juhler|Juhler Holding
Kommission|0|Erik Fabrin|Kvalitetsgruppen
Bestyrelse|1605441|Erik Fischer Mikkelsen|PENSAM LIV FORSIKRINGSAKTIESELSKAB
Bestyrelse|335129|Erik Flemming Nielsen|Lantmännen Schulstad
Kommission|0|Erik Flyvholm|Vækstforum Region Midtjylland
Bestyrelse|334558|Erik Gade Kirk Dahl|Energinet.dk
Bestyrelse|335321|Erik Gaj Nielsen|DANFOSS - SEMCO A/S
Bestyrelse|335449|Erik Gregers Hansen|Bagger-Sørensen Group
Bestyrelse|725416|Erik Gudbjerg|Lokalenergi Handel
Bestyrelse|10496166|Erik Gunnar Hallert|Herning Shipping
Bestyrelse|335525|Erik Gunnar Henning Melin|Geodis Wilson
Bestyrelse|335538|Erik Gunnar Schou|Imerco
Kommission|0|Erik H. Andersen|Det Regionale Beskæftigelsesråd for  Nordjylland
Bestyrelse|335610|Erik Hallvares|BMW Financial Serv.
Bestyrelse|1495255|Erik Holmgren Danielsen|OK
Bestyrelse|336219|Erik Hove Olesen|Sampension KP
Kommission|336219|Erik Hove Olesen|Det midlertidige vækstforum for region Nordjylland
Bestyrelse|336221|Erik Hovgaard|Alectia
Bestyrelse|336318|Erik Højsholt|Novopan Træindustri
Bestyrelse|336370|Erik Ingvar Lassen|Danmarks Skibskredit
Bestyrelse|336429|Erik Jakobsen|SDC (Skandinavisk Data Center)
Bestyrelse|1886395|Erik Jan Bax|CRH Concrete
Bestyrelse|1723634|Erik Jan Kaman|Marel Food Systems
Bestyrelse|336574|Erik Jensen|Danske Fragtmænd
Bestyrelse|336627|Erik Jensen Skjærbæk|Parken Sport & Entertainment
Kommission|0|Erik Juhl|Regeringens ekspertpanel
Bestyrelse|336850|Erik Justesen|Andersen & Martini
Bestyrelse|982328|Erik Jylling|Lån & Spar Bank
Kommission|982328|Erik Jylling|Erhvervspanel for Grøn Omstilling
Kommission|0|Erik Jørgensen|Det midlertidige vækstforum for region Bornholm
Kommission|0|Erik Kirkegaard Mikkelsen|Det midlertidige vækstforum for region Nordjylland
Bestyrelse|337229|Erik Koch Boyter|Johannes Fog
Bestyrelse|1253527|Erik Kold|KPMG
Bestyrelse|1271993|Erik Krabbe|Daka
Kommission|0|Erik Kristiansen|Trepartsudvalget
Bestyrelse|337375|Erik Krog-Meyer|Ditas
Bestyrelse|337391|Erik Krogsgaard Nielsen|Sparekassen Thy
Bestyrelse|337558|Erik Larsen|KAMSTRUP A/S
Bestyrelse|16850844|Erik Lund|Motorola
Kommission|0|Erik Lund|Vækstforum Region Hovedstaden
Bestyrelse|846454|Erik Lykke Hansen|KMD
Bestyrelse|337880|Erik Lyng Johannessen|ERA Biler
Bestyrelse|337917|Erik Løvbjerg|Løvbjerg Supermarked
Bestyrelse|1644546|Erik Madsen Pihl|VP Securities
Bestyrelse|718819|Erik Mark Rave|KR Wind
Bestyrelse|338131|Erik Michael Bredholt|Industriens Pension
Bestyrelse|338148|Erik Michael Rigtrup|Cargill Nordic
Bestyrelse|16849250|Erik Mortensen|R. Færch Plast
Bestyrelse|725137|Erik Mosegaard Pedersen|Danish Agro (note)
Bestyrelse|338312|Erik Mølgaard|Riis Holding
Bestyrelse|1312702|Erik Møller|Electrolux Home Production
Bestyrelse|338742|Erik Nymann|Djurslands Bank
Bestyrelse|338771|Erik Nørgaard Graversen|BPW Finans
Bestyrelse|1080397|Erik Olof Berggren Lindberg|SAS Cargo Group
Bestyrelse|1399212|Erik Peter Wågström|NCC Construction
Bestyrelse|339238|Erik Piilgaard|Jorton Holding
Bestyrelse|339338|Erik Preben Holm|Brdr. A. & O. Johansen (AO)
Bestyrelse|339344|Erik Preben Mejer|Gyldendal
Bestyrelse|1832775|Erik Ranberg|Nykredit Forsikring (note)
Bestyrelse|1863256|Erik Rasmussen|A.P. Møller - Mærsk
Bestyrelse|339409|Erik Rasmussen|Via Biler
Kommission|0|Erik Rasmussen|Kvalitetsgruppen
Bestyrelse|339526|Erik Rehnquist|HusCompagniet
Bestyrelse|339543|Erik Rejnholt Rasmussen|Fiskernes Fiskeindustri
Bestyrelse|1387032|Erik Revsbech Jensen|Elro Energi
Bestyrelse|1236042|Erik Sandberg|Orifarm Group
Bestyrelse|1605852|Erik Sindberg|KK-Group
Bestyrelse|339981|Erik Skipper Larsen|Bonnier Publications
Bestyrelse|1899677|Erik Skjøth Petersen|Saint-Gobain Weber
Bestyrelse|1958782|Erik Skotting|Metroselskabet
Bestyrelse|339992|Erik Skou|Ditas
Bestyrelse|1832407|Erik Skov Christensen|Naturgas Fyn
Bestyrelse|340271|Erik Stensig Poulsen|Euro Cater
Bestyrelse|340439|Erik Søndergaard|Force Technology
Bestyrelse|340568|Erik Theill Christensen|Kvik
Bestyrelse|1088224|Erik Vad Nielsen|Dalum Papir
Bestyrelse|974818|Erik Vinther Poulsen|Læsø Fiskeindustri
Bestyrelse|1102325|Erik Vinther Vintov|OGPJ Holding
Kommission|0|Erik Werlauff|Visionsudvalget vedrørende Fremtidens Politi
Bestyrelse|341357|Erik Würtz Knudsen|Autohuset Vestergaard
Kommission|0|Erik Østergaard|Færdselssikkerhedskommissionen
Bestyrelse|341799|Erling Bech Poulsen|Nykredit
Bestyrelse|341842|Erling Bo Pedersen|BilletKontoret
Bestyrelse|1063196|Erling Børge Jensen|JN DATA A/S
Bestyrelse|341969|Erling Daell|Harald Nyborg
Kommission|0|Erling Friis Poulsen|Samordningsudvalget vedrørende Infrastruktur for geografisk information
Kommission|0|Erling Henningsen|Vækstforum Region Nordjylland
Bestyrelse|342240|Erling Hessellund Eskildsen|Schouw & Co.
Bestyrelse|342297|Erling Højsgaard|D/S Norden
Bestyrelse|10440884|Erling Lennart Johansson|HI3G Denmark
Kommission|0|Erling Malmqvist|Det Regionale Beskæftigelsesråd for Hovedstaden & Sjælland - 2010-2014
Bestyrelse|342728|Erling Møller Simonsen|Emmelev
Bestyrelse|1692433|Erling Nørrevang|GPV International
Bestyrelse|1789316|Erling Olaf Kaas|Ford Motor Company
Bestyrelse|343148|Erling Sørensen Lindahl|Schouw & Co.
Bestyrelse|343233|Erling Vestergaard Rasmussen|Kvadrat Holding
Bestyrelse|343276|Erling Willumsgaard Hansen|VKR Holding
Bestyrelse|341708|Erling Aabye Lindener|Nellemann Holding
Bestyrelse|341714|Erling Aaskov|Syddanske Medier
Bestyrelse|343719|Ernst Enewald Berthold Clausen|Würth Danmark
Bestyrelse|343732|Ernst F Mittag|Container Centralen
Kommission|0|Ernst Jensen|Vækstforum Region Bornholm
Bestyrelse|343992|Ernst Lykke Nielsen|NOVI A/S
Bestyrelse|1128463|Ernst Peter Vogel|Esprit
Bestyrelse|344188|Ernst Tiedemann|Force Technology
Bestyrelse|946967|Ernst Zsifkovits|Andritz Feed & Biofuel
Bestyrelse|344417|Esben Bay Jørgensen|Hydra Tech
Bestyrelse|344418|Esben Bigaard|Linco Food Systems
Bestyrelse|1807012|Esben Knudsen|Danish Agro (note)
Kommission|0|Eskil Wadensjö|Arbejdsmarkedskommissionen
Kommission|0|Eskild Hansen|Teknologirådet 
Kommission|0|Esma Birdi|Familie- og arbejdslivskommissionen
Kommission|0|Espen Nordberg|Overvågningsudvalget for FIUF
Bestyrelse|1347447|Essam Al-Marzouq|Kuwait Petroleum
Bestyrelse|17121169|Esther Maria Alegria|Biogen Idec Manufact.
Bestyrelse|345190|Estrid Due Hesselholt|Grundfos
Bestyrelse|1549719|Ettore Maria Kluzer|Metro Service
Bestyrelse|2005735|Eva Bak Jacobsen|Teknologisk Institut
Kommission|0|Eva Borg|Det nationale forebyggelsesråd
Kommission|0|Eva Ersbøll|Offentlighedskommissionen
Bestyrelse|1160172|Eva Götke|Fyens Stiftstidende
Kommission|0|Eva Hofman-Bang|Globaliseringsrådet
Kommission|0|Eva Kjer Hansen|Kvalitetsgruppen
Kommission|0|Eva Levinsen|Det Regionale Beskæftigelsesråd for Hovedstaden & Sjælland - 2010-2014
Bestyrelse|1467390|Eva Merete Søfelde Berneke|LEGO A/S
Kommission|0|Eva Nautrup|Innovationsudvalget
Kommission|0|Eva Staal|Udvalget om virksomhedspant
Kommission|0|Evald Vestergaard|§ 2 udvalget
Bestyrelse|1763519|Evert Jan Jansen|Dansikring
Bestyrelse|16952826|Fabrice Phillipe Marcel Marie Audan|Pernod Ricard
Kommission|0|Farshad Kholghi|Værdikommission
Bestyrelse|1740063|Fatiha Benali|Danmarks Skibskredit
Bestyrelse|16991824|Felix Ferlemann|Siemens Wind Power
Kommission|0|Fie Hansen-Hoeck|Natur- og landbrugskommission
Bestyrelse|347228|Fin Olesen Vandborg|BMS
Bestyrelse|350031|Find Møller-Nielsen|Krüger
Kommission|0|Fini Beilin|Lønkommissionen
Bestyrelse|1450566|Finn Aggerholm|Energi Viborg
Bestyrelse|347407|Finn Allan Stubkjær Pedersen|SCA Hygiene Products
Bestyrelse|347780|Finn Boel Pedersen|Sydbank
Kommission|0|Finn Brunse|Vækstforum Region Syddanmark
Bestyrelse|1589701|Finn Busborg Knudsen|Kompan Holding
Kommission|0|Finn Børlum Kristensen|Det nationale råd for kvalitetsudvikling i sundhedsvæsenet
Bestyrelse|348040|Finn Christiansen|Bøg Madsen Holding
Kommission|0|Finn Diderichsen|Det nationale forebyggelsesråd
Bestyrelse|348172|Finn Dyhre Hansen|Jørgensen & Utoft
Bestyrelse|348244|Finn Ejsing Andreasen|SFK Systems
Bestyrelse|348291|Finn Enoch Stengel Petersen|HMN Naturgas (note)
Bestyrelse|348293|Finn Erdmann Christensen|Sparekassen Lolland
Bestyrelse|348307|Finn Erik Gad Thostrup|Nord. Parfumerivarefabrik
Bestyrelse|348334|Finn Erik Kristiansen|Skjern Bank
Bestyrelse|1969377|Finn Halvor Skaardal|Lemminkainen
Bestyrelse|1114782|Finn Hansen|Posten Norden Ab
Bestyrelse|348593|Finn Hansen|West Pharma. Serv.
Kommission|0|Finn Hansen|Forsvarskommissionen
Bestyrelse|7362575|Finn Haugan|Nets
Bestyrelse|1455173|Finn Hedemann Madsen|F.E. Bording
Bestyrelse|348738|Finn Heiredal|Synsam Nordic
Bestyrelse|1691370|Finn Henry Laugesen|Crisplant
Bestyrelse|348832|Finn Hillerup Lyhne|K. Nissen International
Bestyrelse|1431672|Finn Holst Jørgensen|Sparekassen Thy
Bestyrelse|348922|Finn Hovalt Mathiassen|Sparekassen Himmerland
Bestyrelse|349047|Finn Jeff Lernø|Fujitsu (note)
Bestyrelse|1273050|Finn Jelling Jellingsø|Lærerstandens Brandforsikr.
Bestyrelse|349172|Finn Jessen|Scanenergi
Bestyrelse|349190|Finn Johannes Poulsen|J. Poulsen Shipping
Bestyrelse|1010098|Finn Juel Glyngø|Multidata
Bestyrelse|349224|Finn Juel Hansen|Nilpeter Holding
Bestyrelse|349231|Finn Junge Andersen|3C Groups
Bestyrelse|233040|Finn Kaihøj Rasmussen|Mekonomen
Kommission|0|Finn Kamper-Jørgensen|Det nationale råd for kvalitetsudvikling i sundhedsvæsenet
Bestyrelse|7382193|Finn Kjærhus|Wittenborg
Kommission|0|Finn Kjærsdam|Vækstforum Region Nordjylland
Bestyrelse|7369217|Finn Kjøller Pedersen|SCA Packaging
Bestyrelse|1222682|Finn Kristian Bøvling|Kuwait Petroleum
Bestyrelse|349570|Finn Ladefoged Jensen|Euro Steel 1988
Bestyrelse|349736|Finn Lund Andersen|BB Electronics
